Slide_No,State,District,Latitude,Longitude,MaterialInvolved,Movement Type,History,Year,occurrence
UK/BAG/53O09/2018/40,Uttarakhand,Bageshwar,29.589722,79.584056,Debris,Slide,2018,2018.0,1
UK/ALM/53O02/2017/101,Uttarakhand,Almora,29.59,79.0638,Rock,Slide,2010,2010.0,1
UK/PIT/62C06/2017/108,Uttarakhand,Pithoragarh,29.590044,80.296667,Rock,Slide,2012,2012.0,1
UK/NAI/53O06/2017/21,Uttarakhand,Nainital,29.590891,79.327146,Rock,Slide,2014,2014.0,1
UK/ALM/53O02/2017/3,Uttarakhand,Almora,29.59247,79.230078,Debris,Slide,2017,2017.0,1
UK/PIT/62C06/2017/68,Uttarakhand,Pithoragarh,29.592647,80.379755,Rock,Slide,2017,2017.0,1
UK/ALM/53O02/2017/39,Uttarakhand,Almora,29.594428,79.167676,Rock,Slide,2014,2014.0,1
UK/ALM/53O02/2017/27,Uttarakhand,Almora,29.595263,79.097637,Debris,Slide,2011,2011.0,1
UK/ALM/53O02/2017/7,Uttarakhand,Almora,29.595297,79.0988,Rock,Slide,2014,2014.0,1
UK/ALM/53O02/2017/102,Uttarakhand,Almora,29.5954,79.0636,Rock,Slide,2010,2010.0,1
UK/PIT/62C06/2017/69,Uttarakhand,Pithoragarh,29.59842,80.374603,Rock,Slide,2017,2017.0,1
UK/ALM/53O02/2017/79,Uttarakhand,Almora,29.598527,79.088171,Rock,Slide,2011,2011.0,1
UK/ALM/53O06/2017/39,Uttarakhand,Almora,29.598601,79.274904,Rock,Slide,2014,2014.0,1
UK/ALM/53O02/2017/8,Uttarakhand,Almora,29.599263,79.088069,Rock,Slide,2011,2011.0,1
UK/ALM/53O02/2017/80,Uttarakhand,Almora,29.599873,79.088206,Rock,Slide,2011,2011.0,1
UK/ALM/53O02/2017/81,Uttarakhand,Almora,29.600399,79.0882,Rock,Slide,2011,2011.0,1
UK/ALM/53O02/2017/103,Uttarakhand,Almora,29.603269,79.064462,Rock,Slide,2010,2010.0,1
UK/PIT/62C06/2017/110,Uttarakhand,Pithoragarh,29.604733,80.337558,Rock,Slide,2016,2016.0,1
UK/ALM/53O02/2017/77,Uttarakhand,Almora,29.605502,79.07586,Rock,Slide,2011,2011.0,1
UK/ALM/53O02/2017/78,Uttarakhand,Almora,29.606667,79.09074,Rock,Slide,2011,2011.0,1
UK/ALM/53O06/2017/5,Uttarakhand,Almora,29.608828,79.306039,Rock,Slide,2015,2015.0,1
UK/ALM/53O02/2017/67,Uttarakhand,Almora,29.609432,79.112425,Rock,Slide,2014,2014.0,1
UK/ALM/53O02/2017/10,Uttarakhand,Almora,29.611128,79.239187,Rock,Slide,2017,2017.0,1
UK/ALM/53O02/2017/46,Uttarakhand,Almora,29.612701,79.178812,Rock,Slide,2014,2014.0,1
UK/ALM/53O02/2017/48,Uttarakhand,Almora,29.615722,79.161139,Debris,Slide,2014,2014.0,1
UK/ALM/53O02/2017/49,Uttarakhand,Almora,29.616143,79.125247,Debris,Slide,2015,2015.0,1
UK/ALM/53O02/2017/47,Uttarakhand,Almora,29.617667,79.16125,Rock,Slide,2014,2014.0,1
UK/ALM/53O02/2017/19,Uttarakhand,Almora,29.617835,79.215985,Rock,Slide,2017,2017.0,1
UK/PIT/62C06/2017/1,Uttarakhand,Pithoragarh,29.618156,80.259177,Rock,Slide,2016,2016.0,1
UK/ALM/53O02/2017/40,Uttarakhand,Almora,29.618688,79.129281,Rock,Slide,2016,2016.0,1
UK/PAU/53O02/2017/64,Uttarakhand,Pauri Garhwal,29.621418,79.083969,Rock,Slide,2017,2017.0,1
UK/ALM/53O02/2017/18,Uttarakhand,Almora,29.622446,79.219786,Rock,Slide,2017,2017.0,1
UK/ALM/53O02/2017/29,Uttarakhand,Almora,29.624167,79.103222,Debris,Slide,2015,2015.0,1
UK/PAU/53O02/2017/52,Uttarakhand,Pauri Garhwal,29.625215,79.040688,Rock,Slide,2012,2012.0,1
UK/ALM/53O02/2017/51,Uttarakhand,Almora,29.628444,79.149493,Debris,Slide,2015,2015.0,1
UK/PAU/53O02/2017/100,Uttarakhand,Pauri Garhwal,29.629843,79.03881,Rock,Slide,2011,2011.0,1
UK/PAU/53O02/2017/89,Uttarakhand,Pauri Garhwal,29.630989,79.073334,Rock,Slide,2014,2014.0,1
UK/PAU/53O02/2017/65,Uttarakhand,Pauri Garhwal,29.631694,79.062201,Rock,Slide,2016,2016.0,1
UK/PAU/53O02/2017/88,Uttarakhand,Pauri Garhwal,29.632631,79.080085,Rock,Slide,2011,2011.0,1
UK/ALM/53O06/2017/46,Uttarakhand,Almora,29.634433,79.254016,Rock cum debris,Slide,2017,2017.0,1
UK/PIT/62C06/2017/55,Uttarakhand,Pithoragarh,29.641536,80.353654,Rock,Slide,2017,2017.0,1
UK/PAU/53O02/2017/61,Uttarakhand,Pauri Garhwal,29.6426,79.06758,Rock,Slide,2011,2011.0,1
UK/PIT/62C06/2017/56,Uttarakhand,Pithoragarh,29.642806,80.354707,Debris,Slide,2017,2017.0,1
UK/PIT/62C06/2017/48,Uttarakhand,Pithoragarh,29.643012,80.32502,Rock,Slide,2016,2016.0,1
UK/PAU/53O02/2017/99,Uttarakhand,Pauri Garhwal,29.648876,79.047397,Rock,Slide,2011,2011.0,1
UK/ALM/53O02/2017/17,Uttarakhand,Almora,29.649359,79.209309,Rock,Slide,2016,2016.0,1
UK/PAU/53O02/2017/98,Uttarakhand,Pauri Garhwal,29.6499,79.0468,Rock,Slide,2011,2011.0,1
UK/PAU/53O02/2017/97,Uttarakhand,Pauri Garhwal,29.650776,79.046208,Rock,Slide,2011,2011.0,1
UK/PAU/53O02/2017/96,Uttarakhand,Pauri Garhwal,29.651,79.0453,Rock,Slide,2011,2011.0,1
UK/PAU/53O02/2017/87,Uttarakhand,Pauri Garhwal,29.651472,79.077919,Debris,Slide,2014,2014.0,1
UK/PAU/53O02/2017/59,Uttarakhand,Pauri Garhwal,29.653902,79.047244,Rock,Slide,2011,2011.0,1
UK/ALM/53O02/2017/16,Uttarakhand,Almora,29.654359,79.210911,Rock,Slide,2011,2011.0,1
UK/PAU/53O02/2017/95,Uttarakhand,Pauri Garhwal,29.6549,79.0407,Rock,Slide,2011,2011.0,1
UK/PAU/53O02/2017/60,Uttarakhand,Pauri Garhwal,29.656813,79.067325,Rock,Slide,2011,2011.0,1
UK/PIT/62C06/2017/4,Uttarakhand,Pithoragarh,29.66531,80.269799,Rock cum debris,Slide,2017,2017.0,1
UK/PIT/62C06/2017/5,Uttarakhand,Pithoragarh,29.667054,80.268681,Rock,Slide,2017,2017.0,1
UK/PIT/62C06/2017/6,Uttarakhand,Pithoragarh,29.667582,80.267611,Rock,Slide,2017,2017.0,1
UK/PAU/53O02/2017/86,Uttarakhand,Pauri Garhwal,29.668287,79.07634,Rock,Slide,2013,2013.0,1
UK/PAU/53O02/2017/85,Uttarakhand,Pauri Garhwal,29.669243,79.076167,Rock,Slide,2013,2013.0,1
UK/PIT/62C06/2017/9,Uttarakhand,Pithoragarh,29.672028,80.26343,Rock,Slide,2017,2017.0,1
UK/PIT/62C06/2017/7,Uttarakhand,Pithoragarh,29.672165,80.2623,Rock,Slide,2017,2017.0,1
UK/ALM/53O06/2017/2,Uttarakhand,Almora,29.673983,79.273005,Debris,Slide,2017,2017.0,1
UK/PIT/62C06/2017/10,Uttarakhand,Pithoragarh,29.674325,80.269556,Debris,Slide,2016,2016.0,1
UK/ALM/53O06/2017/3,Uttarakhand,Almora,29.675059,79.28374,Rock,Slide,2014,2014.0,1
UK/PAU/53O02/2017/54,Uttarakhand,Pauri Garhwal,29.679059,79.067813,Rock,Slide,2014,2014.0,1
UK/PAU/53O02/2017/55,Uttarakhand,Pauri Garhwal,29.681667,79.061107,Rock,Slide,2014,2014.0,1
UK/PAU/53O02/2017/56,Uttarakhand,Pauri Garhwal,29.683904,79.051262,Rock,Slide,2013,2013.0,1
UK/PIT/62C06/2017/34,Uttarakhand,Pithoragarh,29.684952,80.287402,Rock,Slide,2012,2012.0,1
UK/PIT/62C06/2017/43,Uttarakhand,Pithoragarh,29.686914,80.256746,Rock,Slide,2016,2016.0,1
UK/PAU/53O02/2017/82,Uttarakhand,Pauri Garhwal,29.687721,79.074614,Rock,Slide,2013,2013.0,1
UK/PAU/53O02/2017/83,Uttarakhand,Pauri Garhwal,29.688968,79.073803,Rock,Slide,2013,2013.0,1
UK/PAU/53O02/2017/84,Uttarakhand,Pauri Garhwal,29.69018,79.071683,Rock,Slide,2013,2013.0,1
UK/ALM/53O02/2017/20,Uttarakhand,Almora,29.691396,79.23879,Rock,Slide,2017,2017.0,1
UK/PIT/62C06/2017/35,Uttarakhand,Pithoragarh,29.691973,80.314322,Rock,Slide,2017,2017.0,1
UK/PIT/62C06/2017/37,Uttarakhand,Pithoragarh,29.692197,80.318907,Rock,Slide,2014,2014.0,1
UK/PIT/62C06/2017/38,Uttarakhand,Pithoragarh,29.693414,80.31978,Rock,Slide,2017,2017.0,1
UK/ALM/53O02/2017/21,Uttarakhand,Almora,29.709889,79.249417,Rock,Slide,2017,2017.0,1
UK/ALM/53O02/2017/68,Uttarakhand,Almora,29.713618,79.134575,Rock,Slide,2011,2011.0,1
UK/PAU/53O02/2017/28,Uttarakhand,Pauri Garhwal,29.713777,79.098999,Rock,Slide,2011,2011.0,1
UK/PIT/62C06/2017/24,Uttarakhand,Pithoragarh,29.715585,80.265486,Rock,Slide,2017,2017.0,1
UK/PIT/62C06/2017/39,Uttarakhand,Pithoragarh,29.715924,80.276865,Debris,Slide,2017,2017.0,1
UK/PIT/62C06/2017/25,Uttarakhand,Pithoragarh,29.71762,80.27577,Rock,Slide,2017,2017.0,1
UK/ALM/53O06/2017/29,Uttarakhand,Almora,29.720222,79.259939,Rock,Slide,2011,2011.0,1
UK/PIT/62C06/2017/33,Uttarakhand,Pithoragarh,29.722754,80.335304,Rock,Slide,2015,2015.0,1
UK/PIT/62C06/2017/26,Uttarakhand,Pithoragarh,29.727222,80.276917,Rock,Slide,2017,2017.0,1
UK/PIT/62C06/2017/29,Uttarakhand,Pithoragarh,29.728622,80.272445,Rock,Slide,2016,2016.0,1
UK/PIT/62C06/2017/28,Uttarakhand,Pithoragarh,29.733994,80.316378,Rock,Slide,2016,2016.0,1
UK/PIT/62C06/2017/30,Uttarakhand,Pithoragarh,29.734472,80.273785,Rock,Slide,2017,2017.0,1
UK/ALM/53O06/2017/66,Uttarakhand,Almora,29.73796,79.488559,Rock,Slide,2014,2014.0,1
UK/ALM/53O02/2017/26,Uttarakhand,Almora,29.738916,79.24565,Debris,Slide,2017,2017.0,1
UK/PIT/62C06/2017/31,Uttarakhand,Pithoragarh,29.748428,80.28129,Rock,Slide,2017,2017.0,1
UK/BAG/53O13/2015/327,Uttarakhand,Bageshwar,29.750583,79.754306,Debris,Slide,2013,2013.0,1
UK/PAU/53O01/2017/107,Uttarakhand,Pauri Garhwal,29.751044,79.041216,Debris,Slide,2012,2012.0,1
UK/BAG/53O13/2013/0031,Uttarakhand,Bageshwar,29.751472,79.765889,Debris,Slide,16th-17th June 2013,2013.0,1
UK/BAG/53O13/2015/326,Uttarakhand,Bageshwar,29.751701,79.765451,Rock cum Debris,Slide,2013,2013.0,1
UK/BAG/53O13/2013/0033,Uttarakhand,Bageshwar,29.752333,79.756778,Debris,Slide,16th-17th June 2013,2013.0,1
UK/BAG/53O09/2018/12,Uttarakhand,Bageshwar,29.754,79.661417,Debris,Slide,2018,2018.0,1
UK/BAG/53O13/2013/0034,Uttarakhand,Bageshwar,29.754056,79.757611,Debris,,16th-17th June 2013,2013.0,1
UK/BAG/53O13/2015/325,Uttarakhand,Bageshwar,29.755619,79.771559,Rock cum Debris,Slide,2013,2013.0,1
UK/PAU/53O01/2017/109,Uttarakhand,Pauri Garhwal,29.75579,79.019591,Rock,Slide,2013,2013.0,1
UK/PITH/62C05/2013/0059,Uttarakhand,Pithoragarh,29.75833,80.3475,Rock cum Debris,Fall,16th-17th June 2013,2013.0,1
UK/BAG/53O09/2018/22,Uttarakhand,Bageshwar,29.758528,79.514139,Rock,Slide,2018,2018.0,1
UK/BAG/53O09/2018/21,Uttarakhand,Bageshwar,29.759389,79.513194,Rock,Slide,2018,2018.0,1
UK/PAU/53O01/2017/110,Uttarakhand,Pauri Garhwal,29.761732,79.015934,Rock,Slide,2015,2015.0,1
UK/PITH/62C05/2013/0060,Uttarakhand,Pithoragarh,29.76389,80.33139,Rock cum Debris,Fall,16th-17th June 2013,2013.0,1
UK/ALM/53O05/2017/78,Uttarakhand,Almora,29.765889,79.185427,Rock,Slide,2016,2016.0,1
UK/ALM/53O01/2017/13,Uttarakhand,Almora,29.766605,79.173346,Debris,Slide,2011,2011.0,1
UK/ALM/53O01/2017/14,Uttarakhand,Almora,29.76851,79.180219,Debris,Slide,2011,2011.0,1
UK/ALM/53O01/2017/15,Uttarakhand,Almora,29.768926,79.175919,Rock,Slide,2011,2011.0,1
UK/ALM/53O01/2017/16,Uttarakhand,Almora,29.768999,79.175607,Rock,Slide,2011,2011.0,1
UK/ALM/53O01/2017/17,Uttarakhand,Almora,29.769146,79.17524,Rock,Slide,2011,2011.0,1
UK/ALM/53O01/2017/19,Uttarakhand,Almora,29.7693,79.165294,Debris,Slide,2017,2017.0,1
UK/PAU/53O01/2017/126,Uttarakhand,Pauri Garhwal,29.769875,79.119965,Rock,Slide,2009,2009.0,1
UK/ALM/53O01/2017/18,Uttarakhand,Almora,29.770124,79.173256,Debris,Slide,2011,2011.0,1
UK/PAU/53O01/2017/128,Uttarakhand,Pauri Garhwal,29.770856,79.126885,Rock,Slide,2011,2011.0,1
UK/PAU/53O01/2017/125,Uttarakhand,Pauri Garhwal,29.77096,79.118024,Rock,Slide,2011,2011.0,1
UK/PAU/53O01/2017/124,Uttarakhand,Pauri Garhwal,29.770984,79.117456,Rock,Slide,2009,2009.0,1
UK/BAG/53O09/2018/24,Uttarakhand,Bageshwar,29.771052,79.741412,Rock cum debris,Slide,2018,2018.0,1
UK/PAU/53O01/2017/127,Uttarakhand,Pauri Garhwal,29.771343,79.123544,Rock,Slide,2011,2011.0,1
UK/ALM/53O01/2017/20,Uttarakhand,Almora,29.773151,79.167168,Rock,Slide,2017,2017.0,1
UK/ALM/53O01/2017/21,Uttarakhand,Almora,29.77358,79.168366,Rock,Slide,2017,2017.0,1
UK/ALM/53O01/2017/22,Uttarakhand,Almora,29.774391,79.1703,Debris,Slide,2017,2017.0,1
UK/PAU/53O01/2017/111,Uttarakhand,Pauri Garhwal,29.775513,79.018539,Rock,Slide,2013,2013.0,1
UK/ALM/53O01/2017/4,Uttarakhand,Almora,29.777094,79.225233,Rock,Slide,2009,2009.0,1
UK/ALM/53O01/2017/5,Uttarakhand,Almora,29.777803,79.223369,Rock,Slide,2014,2014.0,1
UK/PAU/53O01/2017/112,Uttarakhand,Pauri Garhwal,29.778168,79.029898,Debris,Slide,2013,2013.0,1
UK/PAU/53O01/2017/123,Uttarakhand,Pauri Garhwal,29.779072,79.03504,Debris,Slide,2009,2009.0,1
UK/PAU/53O01/2017/122,Uttarakhand,Pauri Garhwal,29.77927,79.035503,Debris,Slide,2009,2009.0,1
UK/ALM/53O01/2017/7,Uttarakhand,Almora,29.779469,79.222961,Rock,Slide,2014,2014.0,1
UK/BAG/53O09/2018/23,Uttarakhand,Bageshwar,29.779699,79.502572,Rock,Slide,2016,2016.0,1
UK/BAG/53O09/2018/11,Uttarakhand,Bageshwar,29.780083,79.626722,Debris,Slide,2016,2016.0,1
UK/BAG/53O09/2018/20,Uttarakhand,Bageshwar,29.780556,79.517528,Debris,Slide,2018,2018.0,1
UK/ALM/53O01/2017/6,Uttarakhand,Almora,29.781251,79.224752,Rock,Slide,2011,2011.0,1
UK/ALM/53O01/2017/8,Uttarakhand,Almora,29.78244,79.223968,Rock,Slide,2011,2011.0,1
UK/ALM/53O05/2017/55,Uttarakhand,Almora,29.784823,79.42674,Rock,Slide,2012,2012.0,1
UK/ALM/53O01/2017/24,Uttarakhand,Almora,29.786399,79.168817,Rock,Slide,2016,2016.0,1
UK/ALM/53O05/2017/59,Uttarakhand,Almora,29.790065,79.330042,Rock,Slide,2009,2009.0,1
UK/ALM/53O01/2017/25,Uttarakhand,Almora,29.790972,79.161897,Rock,Slide,2014,2014.0,1
UK/ALM/53O01/2017/26,Uttarakhand,Almora,29.791171,79.162418,Rock,Slide,2014,2014.0,1
UK/BAG/53O09/2018/10,Uttarakhand,Bageshwar,29.791382,79.662171,Debris,Slide,2018,2018.0,1
UK/BAG/53O09/2018/9,Uttarakhand,Bageshwar,29.791889,79.6665,Debris,Slide,2017,2017.0,1
UK/ALM/53O01/2017/32,Uttarakhand,Almora,29.79367,79.184957,Rock,Slide,2011,2011.0,1
UK/ALM/53O01/2017/31,Uttarakhand,Almora,29.793707,79.184066,Rock,Slide,2011,2011.0,1
UK/ALM/53O01/2017/30,Uttarakhand,Almora,29.793736,79.172479,Rock,Slide,2014,2014.0,1
UK/ALM/53O01/2017/29,Uttarakhand,Almora,29.793973,79.172021,Rock,Slide,2014,2014.0,1
UK/ALM/53O05/2017/56,Uttarakhand,Almora,29.794162,79.43365,Rock,Slide,2012,2012.0,1
UK/ALM/53O01/2017/28,Uttarakhand,Almora,29.794659,79.168485,Rock,Slide,2009,2009.0,1
UK/ALM/53O05/2017/81,Uttarakhand,Almora,29.794701,79.186138,Rock,Slide,2011,2011.0,1
UK/ALM/53O01/2017/33,Uttarakhand,Almora,29.794747,79.186653,Rock,Slide,2011,2011.0,1
UK/ALM/53O01/2017/27,Uttarakhand,Almora,29.794917,79.163947,Rock,Slide,2009,2009.0,1
UK/ALM/53O01/2017/34,Uttarakhand,Almora,29.795582,79.187542,Rock,Slide,2011,2011.0,1
UK/PAU/53O01/2017/105,Uttarakhand,Pauri Garhwal,29.796222,79.039583,Debris,Flow,2017,2017.0,1
UK/PAU/53O01/2017/106,Uttarakhand,Pauri Garhwal,29.796686,79.043557,Rock,Slide,2013,2013.0,1
UK/BAG/53O09/2018/7,Uttarakhand,Bageshwar,29.798813,79.69747,Soil,Slide,2018,2018.0,1
UK/ALM/53O01/2017/35,Uttarakhand,Almora,29.801936,79.178129,Rock,Slide,2014,2014.0,1
UK/BAG/53O13/2013/0036,Uttarakhand,Bageshwar,29.802667,79.921556,Rock cum Debris,Slide,16th-17th June 2013,2013.0,1
UK/ALM/53O01/2017/9,Uttarakhand,Almora,29.8038,79.213779,Debris,Slide,2014,2014.0,1
UK/ALM/53O01/2017/44,Uttarakhand,Almora,29.80537,79.185025,Rock,Slide,2011,2011.0,1
UK/BAG/53O09/2018/6,Uttarakhand,Bageshwar,29.807068,79.710635,Debris,Slide,2018,2018.0,1
UK/BAG/53O09/2018/19,Uttarakhand,Bageshwar,29.807472,79.711967,Debris,Slide,2018,2018.0,1
UK/BAG/53O09/2018/5,Uttarakhand,Bageshwar,29.807583,79.716944,Debris,Slide,2016,2016.0,1
UK/PITH/62C05/2013/0042,Uttarakhand,Pithoragarh,29.80944,80.37028,Debris cum earth,Fall,2013,2013.0,1
UK/ALM/53O01/2017/40,Uttarakhand,Almora,29.809452,79.196999,Rock,Slide,2011,2011.0,1
UK/BAG/53O09/2018/18,Uttarakhand,Bageshwar,29.810006,79.718188,Debris,Slide,2018,2018.0,1
UK/BAG/53O09/2018/17,Uttarakhand,Bageshwar,29.81075,79.718472,Debris,Slide,2014,2014.0,1
UK/ALM/53O01/2017/10,Uttarakhand,Almora,29.812795,79.222023,Rock,Slide,2016,2016.0,1
UK/BAG/53O13/2013/0037,Uttarakhand,Bageshwar,29.813056,79.912694,Debris,Slide,16th-17th June 2013,2013.0,1
UK/ALM/53O01/2017/43,Uttarakhand,Almora,29.813658,79.186204,Rock,Slide,2011,2011.0,1
UK/BAG/53O09/2018/16,Uttarakhand,Bageshwar,29.813861,79.728583,Debris,Slide,2013,2013.0,1
UK/ALM/53O01/2017/39,Uttarakhand,Almora,29.814174,79.196509,Rock,Slide,2009,2009.0,1
UK/PAU/53O01/2017/117,Uttarakhand,Pauri Garhwal,29.814383,79.097303,Rock,Slide,2012,2012.0,1
UK/BAG/53O09/2018/8,Uttarakhand,Bageshwar,29.815385,79.728751,Rock,Fall,2018,2018.0,1
UK/BAG/53O09/2018/15,Uttarakhand,Bageshwar,29.816028,79.731833,Rock,Fall,2013,2013.0,1
UK/ALM/53O01/2017/42,Uttarakhand,Almora,29.816631,79.183947,Rock,Slide,2011,2011.0,1
UK/ALM/53O05/2017/60,Uttarakhand,Almora,29.816695,79.360851,Rock,Slide,2009,2009.0,1
UK/BAG/53O09/2018/14,Uttarakhand,Bageshwar,29.817333,79.731806,Debris,Slide,2012,2012.0,1
UK/ALM/53O01/2017/41,Uttarakhand,Almora,29.818419,79.187299,Rock,Slide,2014,2014.0,1
UK/ALM/53O05/2017/79,Uttarakhand,Almora,29.818624,79.069057,Debris,Slide,2011,2011.0,1
UK/ALM/53O01/2017/38,Uttarakhand,Almora,29.819029,79.196182,Debris,Slide,2009,2009.0,1
UK/ALM/53O01/2017/37,Uttarakhand,Almora,29.819772,79.197128,Rock,Slide,2009,2009.0,1
UK/PIT/62C09/2020/26,Uttarakhand,Pithoragarh,29.82,80.5,Debris,Slide,2013,2013.0,1
UK/ALM/53O05/2017/65,Uttarakhand,Almora,29.821338,79.075172,Rock cum debris,Slide,2011,2011.0,1
UK/PAU/53O01/2017/103,Uttarakhand,Pauri Garhwal,29.823459,79.06736,Rock,Slide,2011,2011.0,1
UK/BAG/53O13/2013/0035,Uttarakhand,Bageshwar,29.823611,79.8765,Rock,Slide,16th-17th June 2013,2013.0,1
UK/BAG/53O09/2018/13,Uttarakhand,Bageshwar,29.824833,79.740889,Debris,Slide,2018,2018.0,1
UK/BAG/53O13/2013/0013,Uttarakhand,Bageshwar,29.825361,79.815944,Earth,Slump,16th-17th June 2013,2013.0,1
UK/PITH/62C01/2013/0003,Uttarakhand,Chamoli,29.82639,80.11694,Debris cum earth,Subsidence,16th-17th June 2013,2013.0,1
UK/PITH/62C01/2013/0004,Uttarakhand,Pithoragarh,29.82722,80.11972,Debris cum earth,Flow,16th-17th June 2013,2013.0,1
UK/PAU/53O01/2017/102,Uttarakhand,Pauri Garhwal,29.827877,79.058041,Debris,Slide,2009,2009.0,1
UK/BAG/53O13/2013/0012,Uttarakhand,Bageshwar,29.831972,79.797556,Debris,Flow,16th-17th June 2013,2013.0,1
UK/PAU/53O01/2017/99,Uttarakhand,Pauri Garhwal,29.833143,79.045469,Rock cum debris,Slide,2012,2012.0,1
UK/PAU/53O01/2017/101,Uttarakhand,Pauri Garhwal,29.833155,79.05763,Debris,Slide,2013,2013.0,1
UK/BAG/53O13/2013/0038,Uttarakhand,Bageshwar,29.833528,79.822778,Debris,Slide,16th-17th June 2013,2013.0,1
UK/PAU/53O01/2017/100,Uttarakhand,Pauri Garhwal,29.833591,79.045177,Debris,Slide,2012,2012.0,1
UK/PAU/53O01/2017/94,Uttarakhand,Pauri Garhwal,29.837642,79.04286,Rock cum debris,Slide,2012,2012.0,1
UK/BAG/52O13/2013/0002,Uttarakhand,Bageshwar,29.838639,79.792167,,,16th-17th June 2013,2013.0,1
UK/ALM/53O05/2017/58,Uttarakhand,Almora,29.839139,79.446824,Debris,Slide,2011,2011.0,1
UK/ALM/53O01/2017/12,Uttarakhand,Almora,29.839969,79.136536,Rock,Slide,2011,2011.0,1
UK/BAG/53O13/2013/0003,Uttarakhand,Bageshwar,29.843194,79.797222,Rock cum Debris,Slide,16th-17th June 2013,2013.0,1
UK/PAU/53O01/2017/116,Uttarakhand,Pauri Garhwal,29.843256,79.093631,Rock,Slide,2015,2015.0,1
UK/PAU/53O01/2017/114,Uttarakhand,Pauri Garhwal,29.844796,79.085754,Rock,Slide,2012,2012.0,1
UK/ALM/53O05/2017/83,Uttarakhand,Almora,29.846156,79.213802,Rock,Slide,2014,2014.0,1
UK/PAU/53O01/2017/115,Uttarakhand,Pauri Garhwal,29.846318,79.090592,Debris,Flow,2015,2015.0,1
UK/PAU/53O01/2017/113,Uttarakhand,Pauri Garhwal,29.847442,79.086055,Rock,Slide,2012,2012.0,1
UK/ALM/53O01/2017/1,Uttarakhand,Almora,29.852501,79.213432,Debris,Flow,2011,2011.0,1
UK/ALM/53O05/2017/57,Uttarakhand,Almora,29.853841,79.427874,Debris,Slide,2011,2011.0,1
UK/ALM/53O01/2017/2,Uttarakhand,Almora,29.855362,79.205448,Debris,Slide,2009,2009.0,1
UK/ALM/53O01/2017/3,Uttarakhand,Almora,29.861075,79.204587,Rock,Slide,2012,2012.0,1
UK/BAG/53O13/2015/284,Uttarakhand,Bageshwar,29.861326,79.785994,Debris,Slide,2012,2012.0,1
UK/PAU/53O01/2017/93,Uttarakhand,Pauri Garhwal,29.861943,79.017563,Rock,Slide,2012,2012.0,1
UK/ALM/53O05/2017/80,Uttarakhand,Almora,29.862076,79.007199,Rock,Slide,2009,2009.0,1
UK/ALM/53O05/2017/77,Uttarakhand,Almora,29.864849,79.010169,Rock,Slide,2012,2012.0,1
UK/BAG/53O13/2013/0021,Uttarakhand,Bageshwar,29.867639,79.820472,Rock cum Debris,Slide,16th-17th June 2013,2013.0,1
UK/ALM/53O01/2017/11,Uttarakhand,Almora,29.868299,79.114114,Rock,Slide,2011,2011.0,1
UK/BAG/53O13/2013/0020,Uttarakhand,Bageshwar,29.868472,79.820389,Rock cum Debris,Slide,16th-17th June 2013,2013.0,1
UK/BAG/53O13/2013/0023,Uttarakhand,Bageshwar,29.870889,79.842694,Debris,Slump,16th-17th June 2013,2013.0,1
UK/BAG/53O13/2015/338,Uttarakhand,Bageshwar,29.874524,79.876226,Rock,Slide,2014,2014.0,1
UK/BAG/53O09/2018/2,Uttarakhand,Bageshwar,29.874556,79.627722,Rock,Fall,2013,2013.0,1
UK/BAG/53O13/2013/0024,Uttarakhand,Bageshwar,29.878444,79.898639,Debris,Slide,16th-17th June 2013,2013.0,1
UK/PIT/62C09/2020/2,Uttarakhand,Pithoragarh,29.88,80.56,Debris,Slide,2014,2014.0,1
UK/ALM/53O05/2017/15,Uttarakhand,Almora,29.881623,79.433404,Debris,Flow,2011,2011.0,1
UK/ALM/53O05/2017/14,Uttarakhand,Almora,29.881803,79.433317,Debris,Flow,2011,2011.0,1
UK/ALM/53O05/2017/16,Uttarakhand,Almora,29.881888,79.428333,Rock,Slide,2011,2011.0,1
UK/ALM/53O05/2017/13,Uttarakhand,Almora,29.882454,79.433351,Debris,Flow,2011,2011.0,1
UK/PITH/62C09/2013/0047,Uttarakhand,Pithoragarh,29.885,80.56722,Debris cum earth,Slide,16th-17th June 2013,2013.0,1
UK/BAG/53O13/2013/0026,Uttarakhand,Bageshwar,29.889361,79.928861,Rock,Slide,16th-17th June 2013,2013.0,1
UK/PAU/53O01/2017/87,Uttarakhand,Pauri Garhwal,29.889736,79.065206,Rock,Slide,2017,2017.0,1
UK/PIT/62C09/2020/1,Uttarakhand,Pithoragarh,29.890866,80.569027,Rock,Slide,2014,2014.0,1
UK/BAG/53O09/2018/1,Uttarakhand,Bageshwar,29.890444,79.659917,Debris,Slide,2018,2018.0,1
UK/PITH/62C05/2013/0039,Uttarakhand,Pithoragarh,29.89056,80.32556,Debris cum earth,Fall and Flow,16th-17th June 2013,2013.0,1
UK/BAG/53O13/2013/0004,Uttarakhand,Bageshwar,29.890917,79.792306,Rock,Slide,16th-17th June 2013,2013.0,1
UK/PAU/53O01/2017/88,Uttarakhand,Pauri Garhwal,29.892045,79.064519,Rock cum debris,Subsidence,2017,2017.0,1
UK/BAG/53O13/2013/0005,Uttarakhand,Bageshwar,29.892139,79.795083,Debris,Slide,16th-17th June 2013,2013.0,1
